pitching_box_score_id,season,player_id,team_id,game_id,opponent_id,app,gs,ip,ha,r,er,bb,so,sho,bf,p_oab,x2b_a,x3b_a,hr_a,cso,wp,bk,hb,kl,ibb,cg,inh_run,inh_run_score,sha,sfa,cia,pitches,go,fo,w,l,sv,ord_appeared,player_id,first_name,last_name
124490,2023,34224,568,2385597,413,1,1,3.1,6,4,3,0,1,0,17,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,1,0,1,34224,Vanessa,Candito
124492,2023,20775,568,2380410,413,1,1,7,5,5,5,0,9,0,29,27,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,2,10,0,1,0,1,20775,Kylie,Harpman
125496,2023,20775,568,2380003,413,1,1,7,11,5,4,0,2,0,32,29,3,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,6,12,0,1,0,1,20775,Kylie,Harpman
127269,2023,34224,568,2387075,929,1,1,0.1,2,1,1,0,0,0,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,1,34224,Vanessa,Candito
127271,2023,20775,568,2380898,929,1,1,7,6,1,0,3,9,0,30,26,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,111,5,6,1,0,0,1,20775,Kylie,Harpman
128104,2023,20775,568,2386617,929,1,1,5,2,1,1,0,5,0,18,17,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,4,3,7,1,0,0,1,20775,Kylie,Harpman
128105,2023,20775,568,2381128,929,1,1,7,5,0,0,1,5,1,27,24,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,46,5,11,1,0,0,1,20775,Kylie,Harpman
131001,2023,20775,568,2433195,1012,1,1,5.2,8,4,3,1,6,0,27,25,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,72,5,6,1,0,0,1,20775,Kylie,Harpman
131002,2023,20775,568,2433178,413,1,1,2,4,3,2,0,0,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1,20775,Kylie,Harpman
131421,2023,34224,568,2433194,155,1,0,3.2,1,0,0,0,1,0,11,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,26,6,3,1,0,0,2,34224,Vanessa,Candito
131422,2023,34224,568,2433192,11416,1,1,2,5,4,4,2,2,0,12,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30,2,1,0,0,0,1,34224,Vanessa,Candito
131425,2023,20775,568,2433194,155,1,1,1.1,5,3,3,0,1,0,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,1,0,0,0,1,20775,Kylie,Harpman
131426,2023,20775,568,2433192,11416,1,0,2,3,3,3,1,2,0,11,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,3,1,0,1,0,3,20775,Kylie,Harpman
